COUNTS
1	121
2	222
3	10
4	71
5	414
6	262
7	12
8	499
9	34
10	67
11	63
12	265
13	249
14	39
15	592
16	213
17	442
18	228
19	18
20	18
21	18
22	144
23	343
24	298
25	17
26	137
27	17

ISSUES
task	file	kind	detail
18	task_18_227.txt	missing_internal_variant	
18	task_18_229.txt	missing_internal_variant	
18	task_18_231.txt	missing_internal_variant	
18	task_18_233.txt	missing_internal_variant	
18	task_18_235.txt	missing_internal_variant	
18	task_18_237.txt	missing_internal_variant	
18	task_18_239.txt	missing_internal_variant	
18	task_18_241.txt	missing_internal_variant	
18	task_18_243.txt	missing_internal_variant	
18	task_18_253.txt	missing_internal_variant	
18	task_18_255.txt	missing_internal_variant	
18	task_18_257.txt	missing_internal_variant	
18	task_18_259.txt	missing_internal_variant	
19	task_19_066.txt	missing_internal_variant	
19	task_19_071.txt	missing_internal_variant	
19	task_19_088.txt	missing_internal_variant	
19	task_19_102.txt	missing_internal_variant	
20	task_20_066.txt	missing_internal_variant	
20	task_20_071.txt	missing_internal_variant	
20	task_20_088.txt	missing_internal_variant	
20	task_20_102.txt	missing_internal_variant	
21	task_21_066.txt	missing_internal_variant	
21	task_21_071.txt	missing_internal_variant	
21	task_21_088.txt	missing_internal_variant	
21	task_21_102.txt	missing_internal_variant	
22	task_22_003.txt	missing_internal_variant	
22	task_22_026.txt	missing_internal_variant	
22	task_22_028.txt	missing_internal_variant	
22	task_22_030.txt	missing_internal_variant	
22	task_22_032.txt	missing_internal_variant	
22	task_22_037.txt	missing_internal_variant	
22	task_22_039.txt	missing_internal_variant	
22	task_22_041.txt	missing_internal_variant	
22	task_22_046.txt	missing_internal_variant	
22	task_22_048.txt	missing_internal_variant	
22	task_22_059.txt	missing_internal_variant	
22	task_22_060.txt	missing_internal_variant	
22	task_22_062.txt	missing_internal_variant	
22	task_22_063.txt	missing_internal_variant	
22	task_22_065.txt	missing_internal_variant	
22	task_22_066.txt	missing_internal_variant	
22	task_22_068.txt	missing_internal_variant	
22	task_22_071.txt	missing_internal_variant	
22	task_22_073.txt	missing_internal_variant	
22	task_22_075.txt	missing_internal_variant	
22	task_22_077.txt	missing_internal_variant	
22	task_22_079.txt	missing_internal_variant	
22	task_22_082.txt	missing_internal_variant	
22	task_22_084.txt	missing_internal_variant	
22	task_22_086.txt	missing_internal_variant	
22	task_22_088.txt	missing_internal_variant	
22	task_22_090.txt	missing_internal_variant	
22	task_22_092.txt	missing_internal_variant	
22	task_22_094.txt	missing_internal_variant	
22	task_22_095.txt	missing_internal_variant	
22	task_22_097.txt	missing_internal_variant	
22	task_22_148.txt	missing_internal_variant	
22	task_22_151.txt	missing_internal_variant	
22	task_22_153.txt	missing_internal_variant	
22	task_22_156.txt	missing_internal_variant	
22	task_22_158.txt	missing_internal_variant	
22	task_22_160.txt	missing_internal_variant	
22	task_22_162.txt	missing_internal_variant	
22	task_22_164.txt	missing_internal_variant	
22	task_22_166.txt	missing_internal_variant	
24	task_24_070.txt	missing_internal_variant	
24	task_24_072.txt	missing_internal_variant	
24	task_24_074.txt	missing_internal_variant	
24	task_24_076.txt	missing_internal_variant	
24	task_24_078.txt	missing_internal_variant	
24	task_24_080.txt	missing_internal_variant	
24	task_24_082.txt	missing_internal_variant	
24	task_24_084.txt	missing_internal_variant	
24	task_24_086.txt	missing_internal_variant	
24	task_24_088.txt	missing_internal_variant	
24	task_24_140.txt	missing_internal_variant	
24	task_24_142.txt	missing_internal_variant	
24	task_24_144.txt	missing_internal_variant	
24	task_24_146.txt	missing_internal_variant	
24	task_24_148.txt	missing_internal_variant	
24	task_24_150.txt	missing_internal_variant	
24	task_24_152.txt	missing_internal_variant	
24	task_24_182.txt	missing_internal_variant	
24	task_24_244.txt	missing_internal_variant	
24	task_24_248.txt	missing_internal_variant	
24	task_24_263.txt	missing_internal_variant	
24	task_24_267.txt	missing_internal_variant	
24	task_24_277.txt	missing_internal_variant	
24	task_24_279.txt	missing_internal_variant	
24	task_24_282.txt	missing_internal_variant	
24	task_24_284.txt	missing_internal_variant	
24	task_24_286.txt	missing_internal_variant	
24	task_24_288.txt	missing_internal_variant	
24	task_24_291.txt	missing_internal_variant	
